player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Seiffert, Chase",150,+108008,+75000,-0.305,,0.00,+65000,-0.398,+40000,-0.629,,0.00,,0.00,,0.00,+100000,-0.074,+75000,-0.305,+50000,-0.537,+50000,-0.537,+150000,0.388,+50000,-0.537,+60000,-0.444,+50000,-0.537
"Gotterup, Chris",150,+111011,+75000,-0.324,,0.00,+100000,-0.099,+30000,-0.729,,0.00,,0.00,,0.00,+75000,-0.324,+75000,-0.324,,0.00,+75000,-0.324,+150000,0.351,+50000,-0.549,,0.00,+50000,-0.549
"Kim, Joohyung",150,+121112,+27500,-0.772,+25000,-0.793,,0.00,+30000,-0.752,,0.00,,0.00,,0.00,+50000,-0.587,+50000,-0.587,,0.00,+30000,-0.752,+100000,-0.174,+30000,-0.752,+25000,-0.793,+35000,-0.710
"Besseling, Wil",150,+137831,+40000,-0.709,+30000,-0.782,+65000,-0.528,+50000,-0.637,,0.00,,0.00,,0.00,+75000,-0.456,+40000,-0.709,+40000,-0.709,+50000,-0.637,+50000,-0.637,+40000,-0.709,+40000,-0.709,+50000,-0.637
"Hall, Harry",150,+142757,+50000,-0.649,,0.00,+65000,-0.544,+40000,-0.719,,0.00,,0.00,+50000,-0.649,+100000,-0.299,+75000,-0.474,+50000,-0.649,+100000,-0.299,+120000,-0.159,+50000,-0.649,+40000,-0.719,+100000,-0.299
"Buckley, Hayden",150,+153746,+75000,-0.512,,0.00,+65000,-0.577,+50000,-0.674,,0.00,,0.00,+50000,-0.674,+75000,-0.512,+75000,-0.512,+50000,-0.674,+50000,-0.674,,0.00,+50000,-0.674,+40000,-0.739,+100000,-0.349
"Tarren, Callum",150,+153746,+75000,-0.512,+50000,-0.674,+100000,-0.349,+50000,-0.674,,0.00,,0.00,+100000,-0.349,+100000,-0.349,+50000,-0.674,+50000,-0.674,+75000,-0.512,+150000,-0.024,+50000,-0.674,+60000,-0.609,+50000,-0.674
"Novak, Andrew",150,+153746,+50000,-0.674,+50000,-0.674,+100000,-0.349,+40000,-0.739,,0.00,+52550,-0.658,+100000,-0.349,+100000,-0.349,+40000,-0.739,+50000,-0.674,+50000,-0.674,+100000,-0.349,+50000,-0.674,+40000,-0.739,+50000,-0.674
"Stevens, Samuel",150,+166567,+50000,-0.699,,0.00,+100000,-0.399,+50000,-0.699,,0.00,,0.00,+100000,-0.399,+100000,-0.399,+50000,-0.699,+50000,-0.699,+50000,-0.699,Inf,0.501,+50000,-0.699,+60000,-0.639,+100000,-0.399
"Olesen, Thorbjorn",150,+181718,+35000,-0.807,+30000,-0.834,+42000,-0.768,+40000,-0.779,,0.00,+30250,-0.833,+30000,-0.834,+40000,-0.779,+30000,-0.834,+25000,-0.862,+30000,-0.834,+25000,-0.862,+30000,-0.834,+25000,-0.862,,0.00
"Norris, Shaun",150,+199900,+50000,-0.750,+30000,-0.850,+65000,-0.674,+40000,-0.799,,0.00,,0.00,+50000,-0.750,+75000,-0.625,+50000,-0.750,+40000,-0.799,+40000,-0.799,+80000,-0.599,+40000,-0.799,+30000,-0.850,+50000,-0.750
"Bland, Richard",150,+199900,+50000,-0.750,+40000,-0.799,+65000,-0.674,+50000,-0.750,,0.00,,0.00,+50000,-0.750,+60000,-0.700,+50000,-0.750,+40000,-0.799,+40000,-0.799,+100000,-0.499,+50000,-0.750,+40000,-0.799,+50000,-0.750
"Schneider, Marcel",150,+199900,+50000,-0.750,+40000,-0.799,+55000,-0.724,+30000,-0.850,,0.00,,0.00,+30000,-0.850,+100000,-0.499,+40000,-0.799,+40000,-0.799,+40000,-0.799,+120000,-0.399,+40000,-0.799,+50000,-0.750,+50000,-0.750
"Murray, Grayson",150,Inf,+50000,-0.775,+50000,-0.775,+100000,-0.550,+80000,-0.640,,0.00,,0.00,+100000,-0.550,+100000,-0.550,+100000,-0.550,+75000,-0.662,+100000,-0.550,+150000,-0.325,+50000,-0.775,+60000,-0.730,+100000,-0.550
"Crocker, Sean",150,Inf,+50000,-0.800,+30000,-0.880,+65000,-0.740,+80000,-0.680,,0.00,+52550,-0.789,+50000,-0.800,+75000,-0.700,+75000,-0.700,+50000,-0.800,+50000,-0.800,+100000,-0.600,+40000,-0.840,+40000,-0.840,+50000,-0.800
"Bennett, Sam",150,Inf,Inf,-0.200,,0.00,+100000,-0.600,,0.00,,0.00,,0.00,+100000,-0.600,+100000,-0.600,+100000,-0.600,+100000,-0.600,+50000,-0.800,+150000,-0.400,+50000,-0.800,+60000,-0.760,+100000,-0.600
"Chappell, Kevin",150,Inf,+50000,-0.825,+30000,-0.895,+65000,-0.772,+50000,-0.825,,0.00,,0.00,+50000,-0.825,+75000,-0.737,+40000,-0.860,+40000,-0.860,+50000,-0.825,+100000,-0.650,+40000,-0.860,+30000,-0.895,+50000,-0.825
"Paul, Yannik",150,Inf,+50000,-0.825,+40000,-0.860,+65000,-0.772,+50000,-0.825,,0.00,,0.00,+50000,-0.825,+75000,-0.737,+75000,-0.737,+50000,-0.825,+50000,-0.825,+120000,-0.580,+50000,-0.825,+40000,-0.860,+100000,-0.650
"Samooja, Kalle",150,Inf,+60000,-0.805,+30000,-0.902,+55000,-0.821,+50000,-0.837,,0.00,,0.00,+30000,-0.902,+60000,-0.805,+75000,-0.756,+40000,-0.870,+50000,-0.837,+50000,-0.837,+40000,-0.870,+40000,-0.870,+50000,-0.837
"Soderberg, Sebastian",150,Inf,+50000,-0.850,+50000,-0.850,+65000,-0.805,+40000,-0.880,,0.00,,0.00,+50000,-0.850,+100000,-0.700,+40000,-0.880,+50000,-0.850,+50000,-0.850,+120000,-0.640,+50000,-0.850,+50000,-0.850,+50000,-0.850
"Sloan, Roger",150,Inf,+125000,-0.625,+50000,-0.850,+65000,-0.805,+50000,-0.850,,0.00,+62550,-0.812,+50000,-0.850,+75000,-0.775,+50000,-0.850,+50000,-0.850,+50000,-0.850,+100000,-0.700,+50000,-0.850,+50000,-0.850,+50000,-0.850
"Matthews, Brandon",150,Inf,+100000,-0.725,,0.00,+100000,-0.725,+50000,-0.862,,0.00,,0.00,+100000,-0.725,+175000,-0.518,+100000,-0.725,+75000,-0.793,+100000,-0.725,+120000,-0.670,+50000,-0.862,+75000,-0.793,+100000,-0.725
"Nakajima, Keita",150,Inf,+50000,-0.862,+40000,-0.890,+65000,-0.821,,0.00,,0.00,+80250,-0.779,+50000,-0.862,+75000,-0.793,+75000,-0.793,+50000,-0.862,+50000,-0.862,+80000,-0.780,+50000,-0.862,+40000,-0.890,+50000,-0.862
"Chassart, Adrien Dumont de",150,Inf,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,Inf,-0.500,+100000,-0.750,+75000,-0.812,,0.00,Inf,-0.500,+50000,-0.875,+75000,-0.812,+100000,-0.750
"Mickelson, Phil",150,Inf,+22500,-0.949,+15000,-0.966,+22000,-0.950,+20000,-0.955,+20327,-0.954,+25050,-0.943,+15000,-0.966,+22500,-0.949,+20000,-0.955,+15000,-0.966,+15000,-0.966,+32500,-0.927,+20000,-0.955,+12500,-0.972,+25000,-0.944
"Kim, Chan",150,Inf,+75000,-0.831,,0.00,+65000,-0.854,+40000,-0.910,,0.00,,0.00,,0.00,+100000,-0.775,+100000,-0.775,+75000,-0.831,+100000,-0.775,+150000,-0.662,+50000,-0.887,+60000,-0.865,+100000,-0.775
"Stuard, Brian",150,Inf,+75000,-0.850,,0.00,+100000,-0.800,+30000,-0.940,,0.00,,0.00,+100000,-0.800,+60000,-0.880,+50000,-0.900,+50000,-0.900,+75000,-0.850,+100000,-0.800,+50000,-0.900,+40000,-0.920,+50000,-0.900
"Vick, Travis",150,Inf,+150000,-0.700,+50000,-0.900,+100000,-0.800,,0.00,,0.00,+62550,-0.875,+100000,-0.800,+100000,-0.800,+100000,-0.800,+100000,-0.800,+100000,-0.800,+150000,-0.700,+50000,-0.900,+60000,-0.880,Inf,-0.600
"Kozuma, Jinichiro",150,Inf,,0.00,+40000,-0.930,,0.00,+50000,-0.912,,0.00,+52550,-0.908,,0.00,+100000,-0.825,+75000,-0.869,+40000,-0.930,+75000,-0.869,+100000,-0.825,+50000,-0.912,+50000,-0.912,+50000,-0.912
"Kodaira, Satoshi",150,Inf,+100000,-0.875,,0.00,+65000,-0.919,+50000,-0.937,,0.00,,0.00,+50000,-0.937,+75000,-0.906,+50000,-0.937,+50000,-0.937,+30000,-0.962,+120000,-0.850,+50000,-0.937,+60000,-0.925,+100000,-0.875
"Mouw, William",150,Inf,Inf,-0.800,,0.00,+100000,-0.900,,0.00,,0.00,,0.00,+100000,-0.900,+100000,-0.900,+100000,-0.900,+100000,-0.900,+100000,-0.900,+150000,-0.850,+50000,-0.950,+60000,-0.940,Inf,-0.800
"Lingmerth, David",150,Inf,+100000,-0.900,,0.00,+100000,-0.900,+50000,-0.950,,0.00,+40250,-0.960,,0.00,+100000,-0.900,+50000,-0.950,,0.00,+100000,-0.900,+120000,-0.880,+50000,-0.950,,0.00,+50000,-0.950
"Migliozzi, Guido",150,Inf,+75000,-0.944,,0.00,+65000,-0.951,+40000,-0.970,+35220,-0.974,+40250,-0.970,+50000,-0.962,+50000,-0.962,+50000,-0.962,+50000,-0.962,+30000,-0.977,+50000,-0.962,+40000,-0.970,+25000,-0.981,+100000,-0.925
"Greaser, Austin",150,Inf,Inf,-0.850,+75000,-0.944,+100000,-0.925,,0.00,,0.00,+80250,-0.940,+100000,-0.925,+125000,-0.906,+100000,-0.925,+100000,-0.925,+100000,-0.925,Inf,-0.625,+50000,-0.962,+75000,-0.944,+100000,-0.925
"Gerard, Ryan",150,Inf,Inf,-0.850,,0.00,+100000,-0.925,+50000,-0.962,,0.00,,0.00,+100000,-0.925,+150000,-0.887,+100000,-0.925,+100000,-0.925,+100000,-0.925,Inf,-0.812,+50000,-0.962,+75000,-0.944,Inf,-0.850
"Hoag, Bo",150,Inf,+100000,-0.950,,0.00,+65000,-0.967,+80000,-0.960,,0.00,+40250,-0.980,+50000,-0.975,+75000,-0.962,+75000,-0.962,+50000,-0.975,+75000,-0.962,+120000,-0.940,+50000,-0.975,+40000,-0.980,+100000,-0.950
"Izumida, Daijiro",150,Inf,Inf,-0.900,+75000,-0.962,+100000,-0.950,+80000,-0.960,,0.00,,0.00,+100000,-0.950,Inf,-0.900,+100000,-0.950,+100000,-0.950,+100000,-0.950,Inf,-0.850,+50000,-0.975,+75000,-0.962,+100000,-0.950
"Moldovan, Maxwell",150,Inf,Inf,-0.875,,0.00,+100000,-0.950,,0.00,,0.00,,0.00,+100000,-0.950,+100000,-0.950,+100000,-0.950,+100000,-0.950,+50000,-0.975,Inf,-0.900,+50000,-0.975,+60000,-0.970,Inf,-0.900
"Hagestad, Stewart",150,Inf,+100000,-0.950,+75000,-0.962,+100000,-0.950,,0.00,,0.00,,0.00,+100000,-0.950,Inf,-0.900,+100000,-0.950,+100000,-0.950,+100000,-0.950,Inf,-0.750,+50000,-0.975,+75000,-0.962,+100000,-0.950
"Naegel, Chris",150,Inf,+150000,-0.925,,0.00,+100000,-0.950,+80000,-0.960,,0.00,,0.00,+100000,-0.950,+150000,-0.925,+100000,-0.950,+100000,-0.950,+100000,-0.950,Inf,-0.900,+50000,-0.975,+75000,-0.962,+100000,-0.950
"Thorbjornsen, Michael",150,Inf,Inf,-0.875,,0.00,+100000,-0.950,,0.00,,0.00,,0.00,+100000,-0.950,+100000,-0.950,+100000,-0.950,+100000,-0.950,+100000,-0.950,+150000,-0.925,+50000,-0.975,+60000,-0.970,Inf,-0.900
"Shore, Davis",150,Inf,+150000,-0.962,+75000,-0.981,+100000,-0.975,+80000,-0.980,,0.00,+62550,-0.984,+100000,-0.975,Inf,-0.950,+150000,-0.962,+100000,-0.975,+100000,-0.975,Inf,-0.950,+50000,-0.987,+75000,-0.981,Inf,-0.950
"McCarty, Matt",150,Inf,Inf,-0.937,,0.00,+100000,-0.975,+50000,-0.987,,0.00,,0.00,+100000,-0.975,+150000,-0.962,+100000,-0.975,+100000,-0.975,+100000,-0.975,Inf,-0.937,+50000,-0.987,+75000,-0.981,+100000,-0.975
"Manuel, Caleb",76,,Inf,-1.250,,0.00,+100000,-1.100,,0.00,,0.00,,0.00,,0.00,Inf,-1.200,+150000,-1.150,+150000,-1.150,+100000,-1.100,Inf,-1.500,+50000,-1.050,+150000,-1.150,Inf,-1.200
"Shepherd, Laird",150,,+150000,-1.150,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+80250,-1.080,+100000,-1.100,Inf,-1.200,+100000,-1.100,+150000,-1.150,+150000,-1.150,Inf,-1.500,+50000,-1.050,+100000,-1.100,Inf,-1.200
"Silverman, Ben",150,,+100000,-1.100,+50000,-1.050,+100000,-1.100,+80000,-1.080,,0.00,+52550,-1.053,+100000,-1.100,Inf,-1.200,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.200,+50000,-1.050,+75000,-1.075,+100000,-1.100
"Calkins, Brady",0,,Inf,-1.250,,0.00,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+150000,-1.150,+100000,-1.100,,0.00,+100000,-1.100,Inf,-1.400,+50000,-1.050,+75000,-1.075,Inf,-1.200
"Beckler, Andrew",60,,Inf,-1.200,,0.00,+100000,-1.100,+80000,-1.080,,0.00,,0.00,,0.00,Inf,-1.200,+150000,-1.150,+150000,-1.150,+100000,-1.100,Inf,-1.500,+50000,-1.050,+100000,-1.100,Inf,-1.200
"Piot, James",150,,Inf,-1.200,+75000,-1.075,+100000,-1.100,+40000,-1.040,,0.00,+80250,-1.080,+100000,-1.100,Inf,-1.200,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.500,+50000,-1.050,+75000,-1.075,Inf,-1.200
"Dunlap, Nick",104,,Inf,-1.200,+100000,-1.100,,0.00,,0.00,,0.00,,0.00,,0.00,+150000,-1.150,,0.00,+100000,-1.100,,0.00,Inf,-1.500,,0.00,+75000,-1.075,Inf,-1.200
"Mueller, Jesse",14,,Inf,-1.250,,0.00,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,Inf,-1.200,+100000,-1.100,+150000,-1.150,+100000,-1.100,+150000,-1.150,+50000,-1.050,+100000,-1.100,Inf,-1.200
"Gannon, Luke",133,,Inf,-1.200,,0.00,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+175000,-1.175,+100000,-1.100,+150000,-1.150,+100000,-1.100,Inf,-1.250,+50000,-1.050,+150000,-1.150,Inf,-1.200
"Quinn, Fran",150,,Inf,-1.250,+100000,-1.100,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,Inf,-1.200,Inf,-1.200,+150000,-1.150,+150000,-1.150,Inf,-2.000,+50000,-1.050,+150000,-1.150,Inf,-1.200
"Blixt, Jonas",150,,+150000,-1.150,+50000,-1.050,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+150000,-1.150,+100000,-1.100,+100000,-1.100,+150000,-1.150,+150000,-1.150,+50000,-1.050,+75000,-1.075,+100000,-1.100
"Salinda, Isaiah",150,,Inf,-1.200,,0.00,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+150000,-1.150,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.250,+50000,-1.050,+75000,-1.075,+100000,-1.100
"Sugiyama, Tomoyasu",150,,Inf,-1.200,+40000,-1.040,,0.00,+80000,-1.080,,0.00,,0.00,,0.00,+100000,-1.100,,0.00,+100000,-1.100,,0.00,Inf,-1.300,+50000,-1.050,+60000,-1.060,+100000,-1.100
"Biondi, Fred",150,,+150000,-1.150,,0.00,+100000,-1.100,,0.00,,0.00,,0.00,+100000,-1.100,+100000,-1.100,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.300,+50000,-1.050,+60000,-1.060,Inf,-1.200
"Jacklin, Sean",107,,Inf,-1.250,+75000,-1.075,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,Inf,-1.200,+100000,-1.100,+150000,-1.150,+150000,-1.150,Inf,-1.500,+50000,-1.050,+100000,-1.100,Inf,-1.200
"Greene, Keith",96,,Inf,-1.250,,0.00,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,Inf,-1.200,+100000,-1.100,+150000,-1.150,+100000,-1.100,Inf,-1.400,+50000,-1.050,+150000,-1.150,Inf,-1.200
"Reiter, Charles",150,,Inf,-1.250,,0.00,+100000,-1.100,,0.00,,0.00,,0.00,+100000,-1.100,Inf,-1.200,+150000,-1.150,,0.00,+100000,-1.100,+150000,-1.150,+50000,-1.050,+100000,-1.100,Inf,-1.200
"Sinnott, Todd",150,,+150000,-1.150,+75000,-1.075,+100000,-1.100,+50000,-1.050,,0.00,+52550,-1.053,+100000,-1.100,+150000,-1.150,+75000,-1.075,+100000,-1.100,+100000,-1.100,,0.00,+50000,-1.050,+75000,-1.075,Inf,-1.200
"Morgan, Jediah",150,,Inf,-1.200,+75000,-1.075,+100000,-1.100,+40000,-1.040,,0.00,,0.00,+100000,-1.100,+150000,-1.150,+100000,-1.100,+100000,-1.100,+100000,-1.100,+150000,-1.150,+50000,-1.050,+75000,-1.075,,0.00
"Furyk, Jim",150,,Inf,-1.250,+50000,-1.050,+65000,-1.065,+40000,-1.040,,0.00,,0.00,+50000,-1.050,+100000,-1.100,+100000,-1.100,+75000,-1.075,+50000,-1.050,+100000,-1.100,+50000,-1.050,+60000,-1.060,+100000,-1.100
"Lorenz, Ben",77,,Inf,-1.250,,0.00,+100000,-1.100,,0.00,,0.00,,0.00,+100000,-1.100,Inf,-1.200,+150000,-1.150,+150000,-1.150,+100000,-1.100,Inf,-1.300,+50000,-1.050,+150000,-1.150,Inf,-1.200
