player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
T.J. Yates,6304,QB,ATL,1,2.5,2.5,,,4,2,50.0,2,2,15.0,2.3,0,0,0.0,50.0,1,2,0.0,2,50.0,0,1,,63.6,75.5,66.9,74.0,,,0,1,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,40,20.0,100.0,2,2,6.5,2.7,0,0,0.0,100.0,2,0,0.0,2,50.0,0,2,,63.6,74.0,66.9,72.6,,,0,0,2,,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0
Matt Hasselbeck,408,QB,IND,1,2.18,2.18,,,4,14,100.0,2,2,2.0,1.5,0,0,0.0,100.0,2,0,0.0,2,50.0,0,1,,63.6,61.6,66.9,61.4,,,0,0,2,,108.3,0.0,0,0,0,0,0,0,0.0,20,10.0,50.0,2,2,22.0,2.85,0,0,0.0,0.0,0,0,100.0,2,50.0,1,0,,63.6,60.4,66.9,60.3,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mohamed Sanu,7084,WR,CIN,2,3.5,3.5,,,2,7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,24.0,3.5,0,1,50.0,100.0,2,0,0.0,2,100.0,0,2,,63.6,94.6,67.9,87.0,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,68,34.0
Antonio Brown,5718,WR,PIT,1,3.4,3.4,,,1,25,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,5.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,91.4,64.9,64.8,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Jimmy Clausen,5573,QB,CHI,1,1.1,1.1,,,1,6,100.0,1,1,-1.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,60.4,60.6,64.6,60.4,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Robert Golden,7303,S,PIT,1,1.0,1.0,,,1,25,100.0,1,1,13.0,1.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,73.0,60.4,68.7,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Johnny Manziel,8657,QB,CLV,1,5.4,5.4,,,1,8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,9.0,5.4,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,60.3,64.6,60.3,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ted Ginn Jr.,3625,WR,ARZ,1,4.5,4.5,,,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,11.0,4.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,78.8,64.1,71.0,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Fred Jackson,3368,HB,BUF,1,3.3,3.3,,,1,4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,33.0,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,51.3,65.0,53.1,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Anquan Boldin,1369,WR,SF,1,4.3,4.3,,,1,28,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,25.0,4.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.4,43.7,64.9,52.2,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Shane Lechler,673,P,HST,1,1.9,1.9,,,1,13,100.0,1,1,0.0,1.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,73.9,65.7,66.4,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Thomas Morstead,5088,P,NO,1,7.2,,7.2,,1,20,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.2,0,0,,,0,1,,1,100.0,0,0,,60.4,55.5,65.7,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Jermaine Kearse,7428,WR,SEA,1,3.8,3.8,,,1,29,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,14.0,3.8,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,60.4,77.8,64.9,68.5,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Bobby Rainey Jr.,7511,HB,TB,1,3.1,3.1,,,1,30,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,24.0,3.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,57.9,62.8,58.4,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
