player_name,sg_putt_pred,sg_putt_rank,sg_arg_pred,sg_arg_rank,sg_app_pred,sg_app_rank,sg_ott_pred,sg_ott_rank,sg_total_pred,sg_total_rank,distance_pred,distance_rank,accuracy_pred,accuracy_rank
"Sjoholm, Joel",-0.779,417,-0.102,241,-0.247,257,-0.277,275,-1.406,362,-2.328,245,-0.033,272
"Walker, Jimmy",-0.119,289,0.075,105,-0.217,236,-0.509,347,-0.770,284,-2.354,246,-0.074,373
"Haas, Bill",0.128,123,0.207,20,-0.442,313,-0.460,336,-0.567,243,-2.360,247,-0.046,319
"Sharvin, Cormac",-0.015,201,-0.228,343,-1.125,406,-1.301,411,-2.668,411,-2.413,248,-0.088,394
"Hadwin, Adam",0.208,74,0.202,27,0.225,71,0.019,159,0.654,54,-2.483,249,0.053,43
"Sterne, Richard",-0.122,295,-0.207,330,-0.521,340,-0.270,270,-1.119,339,-2.603,250,0.022,122
"Larrazabal, Pablo",0.341,29,0.180,35,0.025,140,-0.240,257,0.306,101,-2.635,251,-0.041,306
"Hickok, Kramer",-0.041,221,-0.047,203,-0.044,166,0.177,107,0.045,128,-2.635,252,0.053,46
"Kim, Sihwan",0.175,86,0.124,71,-0.435,305,-0.782,379,-0.918,303,-2.681,253,-0.049,332
"Easton, Bryce",-0.008,197,-0.242,355,-0.546,344,-0.377,306,-1.173,342,-2.765,254,-0.002,188
"Kawamura, Masahiro",-0.061,240,0.045,129,-0.622,361,0.066,136,-0.572,245,-2.790,255,0.057,38
"Rai, Aaron",-0.038,218,-0.008,170,0.274,60,0.239,85,0.466,77,-2.827,256,0.069,28
"Glover, Lucas",-0.300,371,-0.018,179,0.174,82,0.328,57,0.185,113,-2.906,257,0.052,47
"Trahan, D.J.",-0.589,414,-0.148,287,-0.135,203,-0.237,255,-1.110,338,-2.985,258,-0.044,316
"Malnati, Peter",0.248,56,0.109,82,-0.062,175,-0.307,282,-0.012,141,-3.162,259,-0.039,300
"Catlin, John",-0.076,250,-0.119,259,-0.238,249,0.190,103,-0.242,184,-3.179,260,0.082,15
"Sloan, Roger",-0.075,249,0.034,140,-0.217,235,-0.258,268,-0.516,230,-3.274,261,-0.012,216
"Schwab, Matthias",0.146,106,0.168,46,0.075,116,-0.337,292,0.052,126,-3.279,262,-0.006,197
"Spaun, J.J.",-0.016,202,-0.012,176,0.271,62,0.345,52,0.588,64,-3.374,263,0.061,35
"McCarthy, Denny",0.473,6,0.186,34,-0.061,174,-0.077,196,0.521,69,-3.389,264,0.040,70
"Streelman, Kevin",-0.050,229,0.052,122,-0.018,155,0.191,102,0.175,117,-3.426,265,0.082,16
"Ferguson, Ewen",-0.277,364,-0.436,416,-0.126,199,0.223,92,-0.617,256,-3.502,266,0.011,151
"Werenski, Richy",0.134,115,-0.083,220,-0.551,346,-0.461,337,-0.962,314,-3.539,267,-0.022,244
"Laporta, Francesco",-0.047,225,-0.111,251,-0.494,333,-0.005,168,-0.657,264,-3.682,268,0.024,112
"Ancer, Abraham",0.227,62,-0.209,331,0.216,72,0.457,30,0.690,51,-3.692,269,0.093,7
"Law, David",-0.129,302,-0.200,323,-0.030,161,-0.224,251,-0.582,249,-3.717,270,-0.008,201
"Dahmen, Joel",-0.083,257,-0.126,267,0.367,45,0.250,81,0.407,85,-3.723,271,0.076,19
"Sullivan, Andy",0.044,165,-0.079,218,-0.491,331,-0.415,320,-0.942,306,-3.737,272,-0.015,222
"Kofstad, Espen",-0.110,281,-0.250,362,-0.240,254,-0.136,215,-0.736,279,-3.740,273,0.018,131
"Kaymer, Martin",-0.035,214,-0.160,294,0.178,79,-0.573,358,-0.589,250,-3.752,274,-0.025,251
"Janewattananond, Jazz",0.143,108,-0.100,240,-0.312,278,-0.370,304,-0.639,260,-3.804,275,-0.007,200
"Lipsky, David",-0.007,196,0.028,146,0.286,56,-0.042,180,0.266,106,-3.852,276,0.046,58
"Ryder, Sam",0.135,114,-0.020,183,-0.079,181,-0.178,233,-0.141,167,-3.871,277,0.004,172
"Molinari, Francesco",-0.106,276,0.059,115,0.135,98,-0.004,167,0.084,123,-4.000,278,0.028,99
"Hoag, Bo",-0.164,319,-0.130,273,-0.258,262,-0.189,239,-0.742,280,-4.033,279,0.019,129
"Zhang, Xinjun",-0.214,337,-0.096,236,-0.362,290,-0.342,294,-1.014,323,-4.066,280,-0.010,207
"Blixt, Jonas",-0.050,228,-0.124,264,-1.039,400,-0.395,314,-1.608,378,-4.126,281,-0.008,202
"Shelton, Robby",-0.120,293,0.091,90,-0.234,245,-0.392,311,-0.655,262,-4.139,282,-0.034,281
"Sigg, Greyson",0.009,186,-0.025,187,-0.036,164,0.041,148,-0.011,140,-4.152,283,0.012,147
"Reed, Patrick",0.438,9,0.206,22,-0.136,204,-0.227,253,0.280,105,-4.193,284,-0.005,195
"Svensson, Adam",-0.242,347,-0.043,202,0.170,85,-0.025,175,-0.140,166,-4.242,285,0.026,103
"Molinari, Edoardo",-0.537,409,-0.119,258,0.408,38,0.122,121,-0.125,163,-4.245,286,0.036,80
"Lebioda, Hank",0.174,87,0.041,134,-0.132,202,-0.365,300,-0.282,197,-4.256,287,0.005,169
"Knox, Russell",-0.268,357,-0.068,211,0.413,37,0.316,60,0.392,90,-4.279,288,0.088,12
"Brown, Steven",0.130,119,-0.344,398,-0.616,360,-0.364,298,-1.193,344,-4.309,289,-0.006,198
"Stanley, Kyle",-0.624,416,-0.204,328,0.153,93,0.231,89,-0.443,217,-4.353,290,0.072,23
"Bryan, Wesley",0.063,156,0.136,65,-0.001,148,-0.915,395,-0.717,276,-4.394,291,-0.064,354
"Schneider, Marcel",-0.091,265,-0.086,223,-0.467,320,-0.070,194,-0.714,273,-4.579,292,-0.024,248
"Van Pelt, Bo",-0.373,392,-0.150,290,-0.660,369,-0.454,332,-1.637,379,-4.748,293,-0.017,230
"Lashley, Nate",0.046,163,0.079,102,0.102,106,-0.059,188,0.168,119,-4.784,294,0.022,119
"Westwood, Lee",-0.119,290,-0.106,247,-0.073,180,-0.057,187,-0.356,204,-4.837,295,0.007,163
"Kim, Michael",0.085,142,0.083,100,-0.048,168,-1.171,405,-1.052,328,-4.853,296,-0.119,410
"Duncan, Tyler",-0.274,361,-0.106,246,0.113,103,0.181,106,-0.085,156,-4.874,297,0.071,25
"Aphibarnrat, Kiradech",-0.080,256,-0.159,293,-0.219,239,-0.117,207,-0.576,247,-5.006,298,0.022,121
"Baker, Chris",-0.316,378,-0.151,291,-0.345,289,-0.066,192,-0.877,296,-5.059,299,0.038,76
"Slattery, Lee",-0.216,339,-0.226,342,-0.854,385,-0.646,366,-1.942,389,-5.059,300,-0.046,320
"McGreevy, Max",0.025,174,-0.033,192,-0.414,301,-0.435,326,-0.858,292,-5.062,301,0.015,137
"Kearney, Niall",-0.079,254,-0.069,212,-0.296,272,-0.147,222,-0.591,251,-5.258,302,0.035,84
"Kang, Sung",-0.001,194,-0.125,265,-0.470,322,-0.370,303,-0.967,316,-5.279,303,-0.011,212
"Merritt, Troy",0.411,12,0.028,148,-0.035,163,0.139,114,0.543,67,-5.337,304,0.023,114
"Jaeger, Stephan",0.143,107,0.292,6,0.081,114,-0.502,345,0.014,133,-5.413,305,-0.036,289
"Brown, Scott",0.099,136,-0.190,316,-0.242,256,-0.247,263,-0.580,248,-5.427,306,0.014,141
"Hebert, Benjamin",-0.255,349,-0.238,351,-0.238,250,-0.374,305,-1.105,337,-5.538,307,0.008,161
"Rock, Robert",-0.299,370,-0.184,309,-0.239,253,-0.340,293,-1.063,331,-5.781,308,-0.027,256
"Martin, Ben",-0.145,310,-0.145,283,-0.315,280,-0.053,182,-0.657,263,-5.816,309,0.026,104
"Villegas, Camilo",-0.359,389,0.067,108,-0.159,210,-0.281,276,-0.732,278,-5.940,310,-0.035,287
"Norlander, Henrik",-0.264,352,-0.081,219,0.015,145,-0.143,219,-0.473,219,-5.966,311,0.034,89
"Zanotti, Fabrizio",-0.257,350,-0.089,228,0.030,137,0.134,115,-0.182,177,-6.035,312,0.087,13
"Luiten, Joost",0.121,128,-0.389,410,-0.321,283,-0.184,236,-0.772,285,-6.069,313,0.025,109
"Herman, Jim",-0.325,380,-0.192,318,-0.231,243,0.005,164,-0.743,281,-6.154,314,0.083,14
"Garnett, Brice",0.063,157,0.046,128,-0.203,230,-0.060,189,-0.154,171,-6.194,315,0.058,37
"Seiffert, Chase",-0.123,296,-0.021,185,0.011,146,-0.135,214,-0.269,189,-6.312,316,0.032,93
"Harding, Justin",0.100,135,0.098,87,-0.044,167,-0.117,206,0.037,129,-6.454,317,0.044,63
"Dufner, Jason",-0.453,403,-0.088,227,-0.233,244,-0.193,241,-0.966,315,-6.459,318,0.033,90
"Brun, Julien",0.381,16,0.030,145,-0.030,160,-0.641,364,-0.261,186,-6.459,319,-0.036,291
"Sharma, Shubhankar",0.158,95,-0.394,411,-0.102,192,-0.656,367,-0.994,322,-6.519,320,0.014,140
"Winther, Jeff",0.216,66,-0.092,232,-0.405,299,-0.701,372,-0.983,319,-6.557,321,-0.017,232
"Pigem, Carlos",-0.333,382,-0.231,346,-1.209,409,-0.958,397,-2.730,413,-6.716,322,-0.079,382
"Kinhult, Marcus",0.004,190,-0.028,189,-0.517,338,-0.207,246,-0.749,282,-6.795,323,-0.012,218
"Harman, Brian",0.255,52,0.173,41,0.062,125,0.259,75,0.749,47,-6.805,324,0.078,17
"Long, Adam",0.290,40,0.061,113,-0.088,186,0.153,111,0.416,82,-6.974,325,0.068,29
"Byrd, Jonathan",0.116,132,0.228,17,-0.319,282,-0.540,354,-0.516,229,-7.102,326,-0.025,253
"Scrivener, Jason",-0.037,216,-0.139,282,-0.109,193,-0.243,260,-0.528,233,-7.150,327,0.023,117
"Sciot-Siegrist, Robin",-0.162,318,-0.216,337,-0.547,345,-0.512,349,-1.438,363,-7.327,328,0.022,120
"Ramsay, Richie",0.233,61,-0.216,334,-0.301,274,0.096,127,-0.187,178,-7.383,329,0.069,27
"Percy, Cameron",-0.298,369,-0.129,270,0.048,130,-0.176,232,-0.555,239,-7.428,330,0.009,155
"Ramey, Chad",-0.104,274,-0.041,201,0.232,70,-0.070,193,0.016,131,-7.661,331,0.036,79
"Santos, Ricardo",-0.316,379,0.160,53,-0.458,319,-0.533,352,-1.148,341,-7.683,332,-0.047,322
"Geary, Josh",-0.055,233,0.067,106,-0.683,371,-0.596,360,-1.266,352,-7.722,333,-0.043,314
"Baddeley, Aaron",0.154,99,0.223,18,-0.668,370,-1.090,402,-1.382,360,-7.739,334,-0.075,375
"Canizares, Alejandro",-0.121,294,-0.179,304,-0.169,216,-0.788,380,-1.257,351,-8.006,335,-0.031,269
"Whitnell, Dale",-0.028,212,-0.176,302,-0.455,316,-0.256,267,-0.915,302,-8.364,336,0.024,110
"Bezuidenhout, Christiaan",0.347,26,0.152,56,0.122,100,-0.102,203,0.519,70,-8.377,337,0.050,49
"Perrier, Damien",-0.371,391,-0.252,364,-0.855,386,-0.484,342,-1.963,391,-8.397,338,0.014,143
"Poulter, Ian",0.373,20,0.174,39,-0.089,187,-0.327,290,0.132,121,-8.530,339,0.030,96
"Huh, John",-0.086,262,0.020,152,-0.113,195,-0.101,202,-0.280,196,-8.561,340,0.048,50
"Cabrera Bello, Rafa",0.170,92,0.056,119,-0.604,356,-0.249,264,-0.626,257,-8.658,341,0.021,124
"Cockerill, Aaron",0.308,38,-0.248,360,-0.590,352,-0.570,357,-1.099,335,-8.702,342,0.001,181
"Fisher, Oliver",0.056,160,-0.179,303,-1.011,399,-1.250,410,-2.385,403,-8.713,343,-0.082,387
"Poke, Benjamin",-0.222,342,-0.165,299,-1.136,407,-0.615,361,-2.138,397,-8.787,344,-0.015,223
"Korhonen, Mikko",-0.045,224,-0.150,289,-0.023,157,-0.054,184,-0.272,191,-8.920,345,0.074,20
"Kisner, Kevin",0.288,42,0.165,48,0.004,147,-0.275,272,0.182,115,-9.006,346,0.045,61
"Landry, Andrew",-0.107,277,-0.187,313,-0.623,362,-0.277,273,-1.194,345,-9.125,347,0.052,48
"Wu, Ashun",0.366,22,0.025,150,-0.163,213,-0.723,374,-0.495,222,-9.404,348,-0.006,199
"Kraft, Kelly",0.127,124,-0.224,341,-0.437,309,-0.287,278,-0.820,290,-9.485,349,0.029,98
"Ritthammer, Bernard",-0.370,390,-0.338,396,-0.599,353,-0.629,363,-1.936,388,-9.589,350,-0.009,205
"Snedeker, Brandt",-0.072,248,0.049,125,-0.186,225,-0.310,284,-0.520,232,-9.887,351,0.024,111
"Bhullar, Gaganjeet",0.138,112,-0.103,242,-1.110,405,-0.975,398,-2.051,394,-10.017,352,-0.053,338
"Perez, Pat",0.086,140,0.237,14,0.077,115,-0.391,309,0.008,136,-10.038,353,0.016,134
"Otaegui, Adrian",0.152,101,0.115,78,-0.049,169,-0.184,237,0.034,130,-10.137,354,0.031,95
"Na, Kevin",0.118,129,0.271,8,0.431,35,-0.302,281,0.518,71,-10.368,355,0.048,51
"Cook, Austin",-0.039,219,-0.088,225,-0.514,337,-0.414,319,-1.054,329,-11.049,356,0.053,40
"Thompson, Michael",0.132,118,0.063,112,-0.156,209,-0.242,259,-0.204,179,-11.056,357,0.060,36
"Armour, Ryan",-0.085,260,-0.025,188,-0.084,184,0.128,118,-0.067,152,-11.119,358,0.122,3
"Pepperell, Eddie",-0.151,314,-0.115,254,-0.316,281,-0.462,338,-1.044,325,-11.304,359,0.019,127
"Potter Jr, Ted",-0.554,412,-0.337,395,-0.760,374,-0.910,394,-2.561,409,-11.368,360,-0.048,325
"Sabbatini, Rory",0.078,147,0.190,32,-0.208,232,-0.153,223,-0.092,157,-11.423,361,0.035,83
"Pavan, Andrea",0.383,15,0.186,33,-0.862,388,-1.944,417,-2.238,399,-11.493,362,-0.100,401
"Fdez-Castano, Gonzalo",-0.264,354,-0.107,249,-0.813,381,-1.099,404,-2.283,401,-11.545,363,-0.038,299
"Kodaira, Satoshi",-0.139,304,-0.224,340,-0.248,258,-0.003,166,-0.613,255,-11.591,364,0.072,21
"Roussel, Robin",0.008,187,-0.095,235,-0.600,354,-0.837,384,-1.525,368,-11.632,365,-0.038,298
"Stalter, Joel",0.068,151,-0.184,307,-0.956,394,-1.001,399,-2.073,396,-11.816,366,-0.049,330
"Bjork, Alexander",0.571,2,0.004,159,-0.218,237,-0.745,376,-0.388,207,-11.926,367,0.008,158
"Kuchar, Matt",0.377,18,0.333,2,0.015,144,-0.310,283,0.415,83,-11.990,368,0.055,39
"Farr, Oliver",0.140,109,-0.203,326,-0.440,311,-0.449,330,-0.952,310,-12.040,369,0.072,22
"Donald, Luke",-0.025,209,0.172,42,0.099,108,-0.807,383,-0.562,241,-12.221,370,-0.017,228
"Stenson, Henrik",-0.176,325,-0.076,216,0.263,63,-0.086,198,-0.074,155,-12.317,371,0.090,9
"Van Driel, Darius",-0.291,367,-0.116,255,-0.458,318,-0.330,291,-1.194,346,-12.439,372,0.041,68
"Antcliff, Maverick",-0.394,396,-0.245,356,-0.292,270,-0.300,280,-1.231,349,-12.454,373,0.019,126
"Donaldson, Jamie",0.080,146,-0.132,275,-0.477,324,-0.516,350,-1.045,326,-12.495,374,0.010,153
"Gonnet, Jean-Baptiste",-0.117,287,-0.018,180,-0.519,339,-0.885,389,-1.539,369,-12.521,375,-0.054,339
"Moore, Ryan",-0.247,348,-0.073,214,-0.012,154,-0.157,226,-0.488,221,-12.589,376,0.091,8
"Oppenheim, Rob",-0.024,208,0.148,59,-0.172,217,-0.624,362,-0.672,268,-12.642,377,-0.002,186
"Gomez, Fabian",-0.083,258,0.170,44,-0.456,317,-0.672,369,-1.041,324,-12.835,378,-0.003,189
"McGowan, Ross",0.015,183,-0.195,320,-0.697,372,-0.695,371,-1.572,373,-12.857,379,-0.026,255
"Gay, Brian",0.332,31,0.098,88,-1.090,404,-0.842,385,-1.503,367,-12.875,380,-0.016,227
"Hubbard, Mark",0.172,89,0.166,47,0.170,87,-0.161,227,0.346,97,-12.886,381,0.034,88
"Fichardt, Darren",-0.154,315,-0.239,352,-0.429,304,-0.393,312,-1.215,347,-12.898,382,0.026,101
"McDowell, Graeme",-0.067,243,-0.137,280,0.024,141,-0.235,254,-0.415,213,-13.013,383,0.019,128
"Tarrio Ben, Santiago",-0.171,322,0.013,153,-0.186,224,-0.324,289,-0.667,267,-13.425,384,0.038,77
"Johnson, Zach",0.250,55,0.090,91,-0.178,220,-0.442,329,-0.280,195,-13.781,385,0.023,116
"Bland, Richard",0.016,179,-0.022,186,0.200,78,-0.368,301,-0.173,173,-13.902,386,0.045,62
"McGirt, William",-0.099,268,0.153,55,-0.340,287,-0.430,323,-0.715,274,-14.105,387,0.014,145
"Horsey, David",0.156,98,-0.233,349,-0.185,223,-0.402,315,-0.664,266,-14.682,388,0.046,59
"Putnam, Andrew",0.083,143,0.116,76,0.023,142,-0.212,249,0.009,134,-14.693,389,0.032,92
"Kieffer, Maximilian",-0.144,309,-0.169,300,-0.151,208,-0.247,262,-0.711,272,-14.809,390,0.063,32
"Taylor, Vaughn",-0.128,299,0.012,155,-0.005,151,-0.378,307,-0.499,225,-15.394,391,0.071,24
"Reavie, Chez",-0.235,344,-0.034,193,0.053,129,-0.203,244,-0.418,214,-15.449,392,0.122,2
"Ormsby, Wade",-0.110,282,0.124,69,-0.277,267,-0.452,331,-0.716,275,-15.789,393,0.053,42
"Huizing, Daan",0.150,102,-0.210,332,-0.655,367,-0.879,388,-1.594,375,-16.369,394,-0.012,217
"Paisley, Chris",0.133,116,-0.113,253,-0.939,392,-1.626,414,-2.545,407,-16.571,395,-0.049,329
"Coupland, Dave",-0.066,242,-0.216,338,-0.500,335,-0.510,348,-1.293,353,-16.577,396,0.041,66
"Drysdale, David",-0.387,394,-0.232,348,-0.391,295,-0.297,279,-1.307,355,-16.594,397,0.116,5
"Caldwell, Jonathan",0.337,30,-0.196,321,-1.090,403,-1.099,403,-2.048,393,-16.652,398,0.005,168
"Morrison, James",0.452,8,-0.266,371,-0.606,358,-0.535,353,-0.955,311,-17.053,399,0.046,56
"Havret, Gregory",-0.541,410,-0.355,403,-0.869,390,-0.779,378,-2.546,408,-17.566,400,0.039,73
"Jacquelin, Raphael",-0.348,386,0.124,70,-0.658,368,-0.892,391,-1.773,383,-18.104,401,-0.005,194
"Wood, Chris",0.172,88,-0.038,198,-0.735,373,-1.863,416,-2.464,405,-18.188,402,-0.063,351
"Storm, Graeme",-0.287,366,-0.185,310,-1.274,412,-0.944,396,-2.690,412,-18.905,403,0.025,107
"McEvoy, Richard",-0.173,323,0.021,151,-0.651,366,-0.686,370,-1.489,366,-19.952,404,0.077,18
"Kjeldsen, Soren",-0.128,301,-0.096,237,-0.404,298,-0.844,386,-1.472,365,-20.322,405,0.040,71
"Gagli, Lorenzo",-0.178,326,-0.104,245,-0.228,242,-0.886,390,-1.396,361,-20.571,406,0.026,105
"De La Riva, Eduardo",-0.346,385,-0.277,374,-0.565,349,-0.791,381,-1.980,392,-20.681,407,0.033,91
"Hearn, David",-0.170,321,-0.065,208,-0.532,341,-0.910,393,-1.677,381,-20.871,408,0.039,74
"Todd, Brendon",0.352,25,0.159,54,-0.128,200,-0.381,308,0.002,137,-21.193,409,0.120,4
"Bjorn, Thomas",-0.194,332,-0.191,317,-0.987,396,-0.769,377,-2.141,398,-22.220,410,-0.005,196
"Ford, Matt",0.037,168,-0.189,314,-1.433,415,-1.028,400,-2.613,410,-22.605,411,-0.001,185
"Howell, David",0.236,59,-0.186,312,-1.452,416,-1.791,415,-3.193,417,-23.125,412,-0.036,290
"Stuard, Brian",-0.071,247,0.164,50,0.056,126,-0.478,340,-0.328,201,-23.198,413,0.111,6
"Chesters, Ashley",-0.189,328,-0.248,361,-0.324,284,-0.430,324,-1.191,343,-23.775,414,0.144,1
"Choi, K.J.",-0.306,373,-0.021,184,-0.485,328,-1.062,401,-1.874,384,-24.102,415,0.062,33
"Figueiredo, Pedro",-0.228,343,-0.138,281,-0.817,382,-1.327,412,-2.510,406,-24.551,416,-0.010,209
"Chawrasia, S.S.P.",-0.506,406,-0.229,344,-0.811,379,-1.227,408,-2.772,414,-26.923,417,0.036,81
